,name,link,category,rating
98,                    amygdalic acid                ,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/amygdalic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Exfoliant', 'Antioxidants']",Good
99,                    amyl cinnamate                ,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/amyl-cinnamate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],Poor
100,                    amyl salicylate                ,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/amyl-salicylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],Poor
101,                    amyris oil                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/amyris-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
102,                    Anacyclus pyrethrum                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/anacyclus-pyrethrum.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor
103,                    Anacystis nidulans extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/anacystis-nidulans-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Texture Enhancer', 'Emollients']",Good
104,                    Ananas sativus fruit extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/ananas-sativus-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Exfoliant']",Good
105,                    andiroba oil                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/andiroba-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Good
106,                    Anethum graveolens                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/anethum-graveolens.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Average
107,                    Angelica archangelica root oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/angelica-archangelica-root-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
108,                    Angelica polymorpha sinensis root extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/angelica-polymorpha-sinensis-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Poor
109,                    anhydroxylitol                ,https://www.paulaschoice.com/ingredient-dictionary/hydration/anhydroxylitol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Hydration'],GOOD
110,                    anisaldehyde                ,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/anisaldehyde.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],Poor
111,                    anise                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/anise.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
112,                    annato extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/annato-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Good
113,                    Anthemis nobilis flower extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/anthemis-nobilis-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Best
114,                    anthocyanin                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/anthocyanin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
115,                    antioxidant                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/antioxidant.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best
116,                    apple fruit extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/apple-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
117,                    apricot kernel                ,https://www.paulaschoice.com/ingredient-dictionary/scrub-agents/apricot-kernel.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Scrub Agents'],Average
118,                    apricot kernel oil                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/apricot-kernel-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Best
119,                    arachidic acid                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/arachidic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
120,                    arachidyl alcohol                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/arachidyl-alcohol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
121,                    arachidyl glucoside                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/arachidyl-glucoside.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
122,                    arachidyl propionate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/arachidyl-propionate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
123,                    Arachis hypogaea extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/arachis-hypogaea-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Emollients', 'Plant Extracts']",Best
124,                    arbutin                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/arbutin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Best
125,                    Arctium lappa                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/arctium-lappa.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best
126,                    Arctium majus                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/arctium-majus.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants', 'Skin-Soothing']",Best
127,                    Arctostaphylos uva ursi leaf                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/arctostaphylos-uva-ursi-leaf.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
128,                    Argania spinosa                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/argania-spinosa.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
129,                    Argania spinosa kernel oil                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/argania-spinosa-kernel-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Antioxidants', 'Plant Extracts']",Best
130,                    argan oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/argan-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best
131,                    arginine                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/arginine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good
132,                    Argireline                ,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/argireline.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Restoring'],Good
133,                    arnica extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/arnica-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor
134,                    aroma/flavor                ,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/aroma%2Fflavor.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],Average
135,                    arrowroot                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/arrowroot.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Average
136,                    artemia extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/artemia-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients', 'Texture Enhancer']",Good
137,                    Artemisia absinthium extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/artemisia-absinthium-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
138,                    Artemisia vulgaris                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/artemisia-vulgaris.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
139,                    Ascophyllum nodosum                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/ascophyllum-nodosum.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts', 'Texture Enhancer']",Good
140,                    ascorbic acid                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/ascorbic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Best
141,                    ascorbyl glucosamine                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/ascorbyl-glucosamine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Best
142,                    ascorbyl glucoside                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/ascorbyl-glucoside.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Best
143,                    ascorbyl methylsilanol pectinate                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/ascorbyl-methylsilanol-pectinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Vitamins']",Best
144,                    ascorbyl palmitate                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/ascorbyl-palmitate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Best
145,                    asparagine                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/asparagine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good
146,                    Asparagopsis armata extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/asparagopsis-armata-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts', 'Texture Enhancer']",Good
147,                    aspartic acid                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/aspartic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing']",Good
148,                    astaxanthin                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/astaxanthin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best
149,                    astaxanthin extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/astaxanthin-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best
150,                    Astragalus membranaceus                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/astragalus-membranaceus.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
151,                    Astragalus sinicus                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/astragalus-sinicus.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
152,                    Astrocaryum murumuru seed butter                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/astrocaryum-murumuru-seed-butter.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Plant Extracts']",Good
153,                    ATP                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/atp.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Skin-Restoring']",Best
154,                    atractylodes macrocephala root powder                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/Atractylodes-macrocephala-root-powder.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Soothing', 'Plant Extracts']",Best
155,                    Atractyloydes lancea root extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/atractyloydes-lancea-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
156,                    Avena sativa                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/avena-sativa.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best
157,                    avobenzone                ,https://www.paulaschoice.com/ingredient-dictionary/sunscreen-actives/avobenzone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sunscreen Actives'],Best
158,                    avocado oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/avocado-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients']",Best
159,                    awapuhi                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/awapuhi.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor
